"GYARTMANY_NEV";"GYARTMANY_KOD";"TIPUS_NEV";"TIPUS_KOD";"FAJTA_NEV";"FAJTA_KOD"
"PALLÁS";"9145";"PGY-2500/MÁ";"38962";"Pótkocsi";"6"
"PALLÁS";"9145";"PGY-550";"38963";"Pótkocsi";"6"
"PALLÁS";"9145";"PGY-750/M.Á.";"38964";"Pótkocsi";"6"
"PALLAS CARAVAN";"9146";"-";"38965";"Pótkocsi";"6"
"PALMO";"12624";"XY150ZK";"64359";"Motorkerékpár";"5"
"PALMS";"12797";"K610 H81";"65680";"Pótkocsi";"6"
"PALOTAI";"9147";"PL-180";"38966";"Pótkocsi";"6"
"PALOTÁS";"9148";"PGY-140";"38967";"Pótkocsi";"6"
"PAM";"12490";"TSF 6/60";"63216";"Pótkocsi";"6"
"PANAV";"9149";"NS";"66881";"Pótkocsi";"6"
"PANAV";"9149";"NS 136";"38968";"Pótkocsi";"6"
"PANAV";"9149";"NV 35";"38969";"Pótkocsi";"6"
"PANAV";"9149";"P 217.1313";"38970";"Pótkocsi";"6"
"PANAV";"9149";"PKL 18";"38971";"Pótkocsi";"6"
"PANAV";"9149";"PS-217";"38972";"Pótkocsi";"6"
"PANAV";"9149";"PS-217.13";"38973";"Pótkocsi";"6"
"PANAV";"9149";"PS-3";"38974";"Pótkocsi";"6"
"PANAV";"9149";"PV 16.120";"38975";"Pótkocsi";"6"
"PANAV";"9149";"PV 18";"38976";"Pótkocsi";"6"
"PANAV";"9149";"PV 18-14";"38977";"Pótkocsi";"6"
"PANAV";"9149";"PV 2216.01";"38978";"Pótkocsi";"6"
"PANAV";"9149";"PVL-10";"38979";"Pótkocsi";"6"
"PANAV";"9149";"PZ 310.08";"38980";"Pótkocsi";"6"
"PANAV";"9149";"TS-3 18";"38981";"Pótkocsi";"6"
"PANAV";"9149";"TV 10 ";"61354";"Pótkocsi";"6"
"PANAV";"9149";"TV 18 LP";"38982";"Pótkocsi";"6"
"PANAV";"9149";"TVL 18";"66200";"Pótkocsi";"6"
"PÁNCZÉL";"9150";"PZS-400";"38983";"Pótkocsi";"6"
"PÁNCZÉL";"9150";"200-3626";"51022";"Pótkocsi";"6"
"PÁNCZÉL";"9150";"200-8626";"63676";"Pótkocsi";"6"
"PÁNCZÉL";"9150";"750";"51023";"Pótkocsi";"6"
"PANDA 98 BT";"9151";"400-5986";"63258";"Pótkocsi";"6"
"PANDA 98 BT";"9151";"757";"38984";"Pótkocsi";"6"
"PANDA-BANDA";"9152";"400-5986";"38985";"Pótkocsi";"6"
"PANDA-BANDA";"9152";"400-7214";"57730";"Pótkocsi";"6"
"PANHARD";"11288";"PANHARD LEVASSOR";"60745";"Személygépkocsi";"1"
"PANHARD";"11288";"PL-17";"51024";"Személygépkocsi";"1"
"PANKACZI";"9153";"PGY-215";"38986";"Pótkocsi";"6"
"PANKOTAI";"9154";"PI-250";"38987";"Pótkocsi";"6"
"PANNON";"9155";"PS-2-17-21";"38988";"Pótkocsi";"6"
"PANNONAUTÓ";"11289";"MECSEK 280";"51026";"Pótkocsi";"6"
"PANNONAUTÓ";"11289";"200-3225";"51025";"Pótkocsi";"6"
"PANNONAUTÓ";"11289";"380 T";"62304";"Pótkocsi";"6"
"PANNONIA";"9156";"PILLE";"38993";"Pótkocsi";"6"
"PANNONIA";"9156";"P10";"59201";"Motorkerékpár";"5"
"PANNONIA";"9156";"P-12";"58768";"Motorkerékpár";"5"
"PANNONIA";"9156";"P-20";"58948";"Motorkerékpár";"5"
"PANNONIA";"9156";"P-21";"60177";"Motorkerékpár";"5"
"PANNONIA";"9156";"TL 250";"63207";"Motorkerékpár";"5"
"PANNONIA";"9156";"TLF";"62112";"Motorkerékpár";"5"
"PANNONIA";"9156";"T1";"62909";"Motorkerékpár";"5"
"PANNONIA";"9156";"T3";"64753";"Motorkerékpár";"5"
"PANNONIA";"9156";"T5";"59373";"Motorkerékpár";"5"
"PANNONIA";"9156";"270";"38989";"Pótkocsi";"6"
"PANNONIA";"9156";"274";"38990";"Pótkocsi";"6"
"PANNÓNIA";"9157";"270";"62954";"Pótkocsi";"6"
"PANNÓNIA";"9157";"400";"38991";"Pótkocsi";"6"
"PANNÓNIA";"9157";"440";"38992";"Pótkocsi";"6"
"PANON";"11290";"HY 150";"51027";"Motorkerékpár";"5"
"PANON";"11290";"PRINCE 125";"51028";"Motorkerékpár";"5"
"PANTENHEINER";"9158";"1250";"38994";"Pótkocsi";"6"
"PANTER";"11291";"ADK-I/5 DARUS";"51033";"Tehergépkocsi";"2"
"PANTER";"11291";"ADK-05 DARUS";"51029";"Tehergépkocsi";"2"
"PANTER";"11291";"ADK-125";"51030";"Tehergépkocsi";"2"
"PANTER";"11291";"ADK-5/5 DARUS";"51031";"Tehergépkocsi";"2"
"PANTER";"11291";"ADK-6/3-2";"51032";"Tehergépkocsi";"2"
"PANTHER";"11292";"PANNÓNIA P10";"51035";"Motorkerékpár";"5"
"PANTHER";"11292";"PANNÓNIA P20";"51036";"Motorkerékpár";"5"
"PANTHER";"11292";"PANNÓNIA P21";"51037";"Motorkerékpár";"5"
"PANTHER";"11292";"PANNÓNIA T5";"51038";"Motorkerékpár";"5"
"PANTHER";"11292";"250";"51034";"Motorkerékpár";"5"
"PAOR SMOLCZ";"9159";"PSF-250";"38995";"Pótkocsi";"6"
"PAP";"9160";"FPK 5125";"38996";"Pótkocsi";"6"
"PAP";"9160";"PJ-240";"38997";"Pótkocsi";"6"
"PAP";"9160";"PV-750";"38998";"Pótkocsi";"6"
"PAPDI";"9161";"PI-247";"39000";"Pótkocsi";"6"
"PAPDI";"9161";"PJ-247";"39001";"Pótkocsi";"6"
"PAPECAR";"11293";"P2";"51039";"Tehergépkocsi";"2"
"PAPP";"9162";"PA-155";"39002";"Pótkocsi";"6"
"PAPP";"9162";"PA-158";"39003";"Pótkocsi";"6"
"PAPP";"9162";"PA-310";"39004";"Pótkocsi";"6"
"PAPP";"9162";"PE-975";"39005";"Pótkocsi";"6"
"PAPP";"9162";"PGY-187";"39006";"Pótkocsi";"6"
"PAPP";"9162";"PI-132";"39007";"Pótkocsi";"6"
"PAPP";"9162";"PI-170";"39008";"Pótkocsi";"6"
"PAPP";"9162";"PI-187";"39009";"Pótkocsi";"6"
"PAPP";"9162";"PI-2850";"39010";"Pótkocsi";"6"
"PAPP";"9162";"PJ-170";"39011";"Pótkocsi";"6"
"PAPP";"9162";"PJ-238";"39012";"Pótkocsi";"6"
"PAPP";"9162";"PJ-250";"39013";"Pótkocsi";"6"
"PAPP";"9162";"PJ-300";"39014";"Pótkocsi";"6"
"PAPP";"9162";"PK-1500";"39018";"Pótkocsi";"6"
"PAPP";"9162";"PL-152";"39015";"Pótkocsi";"6"
"PAPP";"9162";"PL-250";"39016";"Pótkocsi";"6"
"PAPP";"9162";"PL-350";"39017";"Pótkocsi";"6"
"PAPRIKA";"9163";"PGY-220";"39019";"Pótkocsi";"6"
"PARADISO";"11294";"FALTMEISTER";"51040";"Pótkocsi";"6"
"PARADISO";"11294";"ROYALE";"64121";"Pótkocsi";"6"
"PARAGAN";"9164";"PF";"39021";"Pótkocsi";"6"
"PARAGAN";"9164";"PG 16-20";"57328";"Pótkocsi";"6"
"PARDI";"9165";"P-50";"39022";"Pótkocsi";"6"
"PARISCA";"9166";"D1264/CA";"39023";"Pótkocsi";"6"
"PARKER";"9167";"16 LT AN 6";"39024";"Pótkocsi";"6"
"PARKWAY";"9168";"1500";"39025";"Pótkocsi";"6"
"PAROTOW";"12655";"FC2381";"64596";"Pótkocsi";"6"
"PARTENHEIMER";"9169";"AT";"39026";"Pótkocsi";"6"
"PARTENHEIMER";"9169";"V";"59144";"Pótkocsi";"6"
"PASCUALI";"11295";"CRONAS 7.65";"51041";"Vontató";"4"
"PASELT";"12615";"HL 16.98";"64281";"Pótkocsi";"6"
"PASQUALI";"11296";"RS/H2";"64395";"Vontató";"4"
"PÁSZTOR";"9170";"PE-250";"39028";"Pótkocsi";"6"
"PÁSZTOR";"9170";"PI-500";"39029";"Pótkocsi";"6"
"PÁSZTOR";"9170";"PJ-130";"39030";"Pótkocsi";"6"
"PÁSZTOR";"9170";"PM-400";"39031";"Pótkocsi";"6"
"PÁSZTORNÉ";"9171";"PDV-170";"39032";"Pótkocsi";"6"
"PATAKI";"9172";"PE-1200";"39033";"Pótkocsi";"6"
"PATAKI";"9172";"PJ-155";"39034";"Pótkocsi";"6"
"PATERLINI";"9173";"CARGO 110";"39035";"Pótkocsi";"6"
"PATERLINI";"9173";"DRF-50C";"61360";"Pótkocsi";"6"
"PATIK";"9174";"KS-150";"39036";"Pótkocsi";"6"
"PATIK";"9174";"PB-160";"39037";"Pótkocsi";"6"
"PATIK";"9174";"PB-730/B";"39038";"Pótkocsi";"6"
"PATIK";"9174";"PJ-250";"39039";"Pótkocsi";"6"
"PATIK";"9174";"PR-1500";"39040";"Pótkocsi";"6"
"PATIK";"9174";"PS-150";"39041";"Pótkocsi";"6"
"PATIK BALÁZS";"11915";"KS 150";"61756";"Pótkocsi";"6"
"PATIK BALÁZS";"11915";"PB-73";"57751";"Pótkocsi";"6"
"PATIK BALÁZS";"11915";"1RF-730";"63132";"Pótkocsi";"6"
"PATIKIMA LINIJA";"12373";"PL1";"62276";"Pótkocsi";"6"
"PATYI";"9176";"PB-270";"39043";"Pótkocsi";"6"
"PATYI";"9176";"PT-218";"39044";"Pótkocsi";"6"
"PATYI";"9176";"PZ-70";"39045";"Pótkocsi";"6"
"PATZKE";"9175";"RAV 18";"39042";"Pótkocsi";"6"
"PAU";"9177";"3";"39046";"Pótkocsi";"6"
"PAUL AUWARTER";"9178";"AP 075";"39047";"Pótkocsi";"6"
"PAUL AUWARTER";"9178";"LT 10,6";"59676";"Pótkocsi";"6"
"PAUS";"9179";"ASA 25 WH";"39048";"Pótkocsi";"6"
"PAUSZ";"9180";"PE-2000";"39049";"Pótkocsi";"6"
"PAV";"9181";"SR 2.03";"39052";"Pótkocsi";"6"
"PAV";"9181";"3 4/2";"39050";"Pótkocsi";"6"
"PAV";"9181";"40";"39051";"Pótkocsi";"6"
"PAVEL SÁLEK";"11297";"ANS 1500";"59595";"Pótkocsi";"6"
"PAVEL SÁLEK";"11297";"ANS 2800";"62332";"Pótkocsi";"6"
"PAVEL SÁLEK";"11297";"ANS 564";"64690";"Pótkocsi";"6"
"PÁVEL SÁLEK";"9182";"ANS-564";"39053";"Pótkocsi";"6"
"PAVELLI";"12713";"2S30B13F";"64973";"Pótkocsi";"6"
"PAVISRO";"11298";"GL 85";"51042";"Pótkocsi";"6"
"PAVISRO";"11298";"GZ 85";"51043";"Pótkocsi";"6"
"PAYER,PUCHER";"9183";"265";"39054";"Pótkocsi";"6"
"PAZ";"11299";"3205";"51044";"Autóbusz";"3"
"PAZ";"11299";"672";"51045";"Autóbusz";"3"
"PÁZSIT MG";"9184";"P 180";"39055";"Pótkocsi";"6"
"PÁZSIT MG";"9184";"P-240";"57327";"Pótkocsi";"6"
"PB";"9185";"KS-150";"59205";"Pótkocsi";"6"
"PB";"9185";"730";"39056";"Pótkocsi";"6"
"PBA";"9186";"1000";"39057";"Pótkocsi";"6"
"PBA";"9186";"400";"39058";"Pótkocsi";"6"
"P.BAUER";"9121";"3 PKH 15-BILL";"38888";"Pótkocsi";"6"
"PBH";"9187";"2500";"39059";"Pótkocsi";"6"
"PBK";"9188";"3.5";"39061";"Pótkocsi";"6"
"PC";"12925";"2000";"67053";"Pótkocsi";"6"
"PCE";"9189";"CD 12.5B";"39064";"Pótkocsi";"6"
"PCE";"9189";"CDE 12.5B";"39065";"Pótkocsi";"6"
"PCE";"9189";"F 12";"39066";"Pótkocsi";"6"
"PCE";"9189";"F 12.5B";"39068";"Pótkocsi";"6"
"PCE";"9189";"F 12.55";"39067";"Pótkocsi";"6"
"PCE";"9189";"12.5B";"39062";"Pótkocsi";"6"
"PCE";"9189";"20-01";"39063";"Pótkocsi";"6"
"PCS";"9190";"3900";"39069";"Pótkocsi";"6"
"PECHINGER";"9191";"AU";"39075";"Pótkocsi";"6"
"PÉCSI HYDRA BT";"9192";"PH-310";"39076";"Pótkocsi";"6"
"PEDALLIFT";"9193";"324 UPRIGHT";"39077";"Pótkocsi";"6"
"PEDRETTI";"9194";"UE 25 GA";"39078";"Pótkocsi";"6"
"PEDRETTI";"9194";"2200FT";"61623";"Pótkocsi";"6"
"PEECON";"12677";"CARGO 55000";"64962";"Pótkocsi";"6"
"PEECON";"12677";"CAR/300";"66045";"Pótkocsi";"6"
"PEECON";"12677";"WME-300";"64763";"Pótkocsi";"6"
"PEGA";"9195";"HOLLAND-03";"39079";"Pótkocsi";"6"
"PEGASO";"11300";"1080";"51046";"Tehergépkocsi";"2"
"PEGASO";"11300";"1234";"51047";"Vontató";"4"
"PEGASO";"11300";"1236";"51048";"Tehergépkocsi";"2"
"PEGASO";"11300";"1236";"51048";"Vontató";"4"
"PEGASO";"11300";"1237";"51049";"Vontató";"4"
"PEGASO";"11300";"5031";"64799";"Autóbusz";"3"
"PEGASO";"11300";"5036";"64165";"Autóbusz";"3"
"PEGASO";"11300";"52R96";"63695";"Autóbusz";"3"
"PEGASO";"11300";"5231";"51050";"Autóbusz";"3"
"PEGASO";"11300";"5231";"51050";"Tehergépkocsi";"2"
"PEGASUS";"9196";"BT 3";"39080";"Pótkocsi";"6"
"PEICZ";"9197";"PAV SR-0.7";"39081";"Pótkocsi";"6"
"PEISCHL";"9198";"2 EKO";"65653";"Pótkocsi";"6"
"PEISCHL";"9198";"2 EPTO";"39082";"Pótkocsi";"6"
"PEISCHL";"9198";"2 ETKJ";"39083";"Pótkocsi";"6"
"PEISCHL";"9198";"2 ZC";"39084";"Pótkocsi";"6"
"PEISCHL";"9198";"2 ZK";"39085";"Pótkocsi";"6"
"PEISCHL";"9198";"2 ZKMO";"61691";"Pótkocsi";"6"
"PEISCHL";"9198";"3 EKL";"39086";"Pótkocsi";"6"
"PEISCHL";"9198";"3 EKO";"65613";"Pótkocsi";"6"
"PEISCHL";"9198";"3 EPOL";"39087";"Pótkocsi";"6"
"PEISCHL";"9198";"3 ESPO";"39088";"Pótkocsi";"6"
"PEISCHL";"9198";"3 ESPOS";"63035";"Pótkocsi";"6"
"PEISCHL";"9198";"3 SK";"39089";"Pótkocsi";"6"
"PEISCHLE";"9199";"3 ZEK";"39090";"Pótkocsi";"6"
"PEITZ";"9200";"PAV SR 1.3";"57343";"Pótkocsi";"6"
"PEITZ";"9200";"SDK";"66827";"Pótkocsi";"6"
"PEITZ";"9200";"ZL 13";"39092";"Pótkocsi";"6"
"PEITZ";"9200";"386";"39091";"Pótkocsi";"6"
"PEITZ JOZSEF";"9201";"PAV-390";"39093";"Pótkocsi";"6"
"PÉK";"9202";"PL-220";"39094";"Pótkocsi";"6"
"PEKA";"12117";"DR 14";"67033";"Pótkocsi";"6"
"PEKA";"12117";"FB8";"59913";"Pótkocsi";"6"
"PEKI";"9203";"SAL/SDW";"39096";"Pótkocsi";"6"
"PEKI";"9203";"78 CH 07 CS1";"39095";"Pótkocsi";"6"
"PEKKER";"9204";"PJ-350";"39097";"Pótkocsi";"6"
"PÉLI";"9205";"PS-250";"39100";"Pótkocsi";"6"
"PÉLI";"9205";"1T-FÉK 230";"39098";"Pótkocsi";"6"
"PÉLI";"9205";"2T-FÉK 300";"39099";"Pótkocsi";"6"
"PELIKÁN";"9206";"PJ-218";"39101";"Pótkocsi";"6"
"PELIKÁN";"9206";"PL-240";"39102";"Pótkocsi";"6"
"PELLE";"11301";"ARGOS";"51051";"Pótkocsi";"6"
"PELPI";"12466";"P72AA";"63016";"Motorkerékpár";"5"
"PEMA";"11302";"SAC 40/20";"51052";"Pótkocsi";"6"
"PEMA";"11302";"SDP 24";"51053";"Pótkocsi";"6"
"PENCZI";"9207";"PL-120";"39103";"Pótkocsi";"6"
"PENGEL";"9208";"KP-1478";"39104";"Pótkocsi";"6"
"PENKE";"9209";"MÁ-500";"39105";"Pótkocsi";"6"
"PENZ";"11303";"FLASH STYLE";"51054";"Motorkerékpár";"5"
"PENZ";"11303";"RIGID";"60656";"Motorkerékpár";"5"
"PENZ";"11303";"VIOLATOR";"66729";"Motorkerékpár";"5"
"PERÉNYI";"9210";"125";"39106";"Pótkocsi";"6"
"PERFORMANCE";"9211";"AAL 17-19";"39107";"Pótkocsi";"6"
"PERFORMANCE";"9211";"AAL 18-20";"39108";"Pótkocsi";"6"
"PERFORMANCE";"9211";"AAL 24-26";"39109";"Pótkocsi";"6"
"PERFORMANCE";"9211";"AAL 26-28 ";"60660";"Pótkocsi";"6"
"PERFORMANCE";"9211";"BOAT TRAILER";"62603";"Pótkocsi";"6"
"PERFORMANCE";"9211";"SC 19-21";"39110";"Pótkocsi";"6"
"PERFORMANCE";"9211";"SV 15-17";"39111";"Pótkocsi";"6"
"PERFORMANCE";"9211";"SV 17-19";"39112";"Pótkocsi";"6"
"PERFORMANCE";"9211";"SV 19-21/T";"39113";"Pótkocsi";"6"
"PERFORMANCE";"9211";"SV 20-22";"39114";"Pótkocsi";"6"
"PERFORMANCE";"9211";"SV 24-26";"39115";"Pótkocsi";"6"
"PERFORMANCE";"9211";"TWCV";"39116";"Pótkocsi";"6"
"PERLE";"9212";"ADONIS";"39118";"Pótkocsi";"6"
"PERLE";"9212";"430";"39117";"Pótkocsi";"6"
"PESTI";"9213";"PA-250";"39119";"Pótkocsi";"6"
"PETER";"9215";"PP-270";"39124";"Pótkocsi";"6"
"PETER";"9215";"Z-12";"39125";"Pótkocsi";"6"
"PÉTER";"9214";"PA-235";"39123";"Pótkocsi";"6"
"PÉTER";"9214";"PP-270";"59575";"Pótkocsi";"6"
"PÉTER";"9214";"245";"63589";"Pótkocsi";"6"
"PÉTER";"9214";"251";"63751";"Pótkocsi";"6"
"PÉTER";"9214";"400-6340";"39120";"Pótkocsi";"6"
"PÉTER";"9214";"400-6722";"39121";"Pótkocsi";"6"
"PÉTER";"9214";"400-6773";"39122";"Pótkocsi";"6"
"PÉTER";"9214";"400-7269";"58413";"Pótkocsi";"6"
"PÉTER PÁL";"12103";"PP-270";"60165";"Pótkocsi";"6"
"PÉTER PÁL";"12103";"PP-370";"59769";"Pótkocsi";"6"
"PÉTER SZABÓ";"9216";"PSZJ-170";"39126";"Pótkocsi";"6"
"PETERBERNS";"12328";"KOF390";"61823";"Pótkocsi";"6"
"PETERBILT";"11304";"357";"51055";"Tehergépkocsi";"2"
"PETERBILT";"11304";"359";"51056";"Vontató";"4"
"PETERBILT";"11304";"362";"51057";"Tehergépkocsi";"2"
"PETERBILT";"11304";"362";"51057";"Vontató";"4"
"PETERBILT";"11304";"379";"51058";"Vontató";"4"
"PETERDI";"9217";"PJ-165";"39127";"Pótkocsi";"6"
"PETERSON";"12702";"EXCEL";"64878";"Pótkocsi";"6"
"PETK";"9218";"115";"39128";"Pótkocsi";"6"
"PETŐ";"9219";"II.692/86";"39129";"Pótkocsi";"6"
"PETŐ";"9219";"PP-170";"39131";"Pótkocsi";"6"
"PETŐ";"9219";"PP-400";"39132";"Pótkocsi";"6"
"PETŐ";"9219";"PZ-241";"39133";"Pótkocsi";"6"
"PETŐ";"9219";"P-280";"39130";"Pótkocsi";"6"
"PETRIK";"9220";"PZS-130";"39134";"Pótkocsi";"6"
"PETROCZI";"9221";"PJ-2070";"39135";"Pótkocsi";"6"
"PETROVITS";"9222";"PG-185";"39136";"Pótkocsi";"6"
"PEUGEOT";"9223";"A";"61588";"Személygépkocsi";"1"
"PEUGEOT";"9223";"A";"61588";"Tehergépkocsi";"2"
"PEUGEOT";"9223";"AS 176";"51105";"Motorkerékpár";"5"
"PEUGEOT";"9223";"B";"58394";"Személygépkocsi";"1"
"PEUGEOT";"9223";"B";"58394";"Tehergépkocsi";"2"
"PEUGEOT";"9223";"BOXER";"51106";"Autóbusz";"3"
"PEUGEOT";"9223";"BOXER";"51106";"Személygépkocsi";"1"
"PEUGEOT";"9223";"BOXER";"51106";"Tehergépkocsi";"2"
"PEUGEOT";"9223";"CLM C 193";"39137";"Pótkocsi";"6"
"PEUGEOT";"9223";"E";"56975";"Személygépkocsi";"1"
"PEUGEOT";"9223";"E";"56975";"Tehergépkocsi";"2"
"PEUGEOT";"9223";"ELYSEO";"56751";"Motorkerékpár";"5"
"PEUGEOT";"9223";"ELYSTAR";"51111";"Motorkerékpár";"5"
"PEUGEOT";"9223";"EXPERT";"51112";"Személygépkocsi";"1"
"PEUGEOT";"9223";"EXPERT";"51112";"Tehergépkocsi";"2"
"PEUGEOT";"9223";"FRANKIA 570 TME";"51113";"Személygépkocsi";"1"
"PEUGEOT";"9223";"G";"51114";"Személygépkocsi";"1"
"PEUGEOT";"9223";"G";"51114";"Tehergépkocsi";"2"
"PEUGEOT";"9223";"G 9HX";"64911";"Személygépkocsi";"1"
"PEUGEOT";"9223";"G2A";"62992";"Motorkerékpár";"5"
"PEUGEOT";"9223";"G9";"61123";"Tehergépkocsi";"2"
"PEUGEOT";"9223";"J 5";"51115";"Autóbusz";"3"
"PEUGEOT";"9223";"J 5";"51115";"Személygépkocsi";"1"
"PEUGEOT";"9223";"J 5";"51115";"Tehergépkocsi";"2"
"PEUGEOT";"9223";"J 7";"51116";"Autóbusz";"3"
"PEUGEOT";"9223";"J 7";"51116";"Tehergépkocsi";"2"
"PEUGEOT";"9223";"J 7 CARAVAN";"51117";"Személygépkocsi";"1"
"PEUGEOT";"9223";"J 9";"51118";"Autóbusz";"3"
"PEUGEOT";"9223";"J 9";"51118";"Személygépkocsi";"1"
"PEUGEOT";"9223";"J 9";"51118";"Tehergépkocsi";"2"
"PEUGEOT";"9223";"JET FORCE 125";"51119";"Motorkerékpár";"5"
"PEUGEOT";"9223";"J2";"57217";"Motorkerékpár";"5"
"PEUGEOT";"9223";"K";"58935";"Személygépkocsi";"1"
"PEUGEOT";"9223";"KW23D";"61868";"Tehergépkocsi";"2"
"PEUGEOT";"9223";"LOUXOR";"51120";"Motorkerékpár";"5"
"PEUGEOT";"9223";"N2";"59877";"Motorkerékpár";"5"
"PEUGEOT";"9223";"P";"51121";"Személygépkocsi";"1"
"PEUGEOT";"9223";"PARTNER";"51122";"Személygépkocsi";"1"
"PEUGEOT";"9223";"PARTNER";"51122";"Tehergépkocsi";"2"
"PEUGEOT";"9223";"PR 23";"62394";"Tehergépkocsi";"2"
"PEUGEOT";"9223";"S 175 B ROBOGÓ";"51123";"Motorkerékpár";"5"
"PEUGEOT";"9223";"SCOOTER SX";"51124";"Motorkerékpár";"5"
"PEUGEOT";"9223";"SPEEDFIGHT 2";"51125";"Motorkerékpár";"5"
"PEUGEOT";"9223";"SV 125";"51126";"Motorkerékpár";"5"
"PEUGEOT";"9223";"SV 250";"51127";"Motorkerékpár";"5"
"PEUGEOT";"9223";"SV 80";"51128";"Motorkerékpár";"5"
"PEUGEOT";"9223";"V";"61352";"Személygépkocsi";"1"
"PEUGEOT";"9223";"VIVACITY 100";"51129";"Motorkerékpár";"5"
"PEUGEOT";"9223";"W";"51130";"Személygépkocsi";"1"
"PEUGEOT";"9223";"W";"51130";"Tehergépkocsi";"2"
"PEUGEOT";"9223";"X";"58000";"Személygépkocsi";"1"
"PEUGEOT";"9223";"X";"58000";"Tehergépkocsi";"2"
"PEUGEOT";"9223";"Y";"51131";"Autóbusz";"3"
"PEUGEOT";"9223";"Y";"51131";"Személygépkocsi";"1"
"PEUGEOT";"9223";"Y";"51131";"Tehergépkocsi";"2"
"PEUGEOT";"9223";"Y - BARANYAI";"61764";"Tehergépkocsi";"2"
"PEUGEOT";"9223";"Y - BUDAI";"58023";"Tehergépkocsi";"2"
"PEUGEOT";"9223";"Y - BUDAI ÉS TÁRSA";"61459";"Tehergépkocsi";"2"
"PEUGEOT";"9223";"Y - CARGOFLEX";"65266";"Tehergépkocsi";"2"
"PEUGEOT";"9223";"Y - FAL";"64854";"Tehergépkocsi";"2"
"PEUGEOT";"9223";"Y - GERENCSÉR AUTÓHÁZ";"59616";"Tehergépkocsi";"2"
"PEUGEOT";"9223";"Y - HIDEGKUTI";"59950";"Tehergépkocsi";"2"
"PEUGEOT";"9223";"Y - NÉMETH LŐRINC";"61902";"Tehergépkocsi";"2"
"PEUGEOT";"9223";"Y - NYÍRSÉG KING";"61188";"Tehergépkocsi";"2"
"PEUGEOT";"9223";"Y - PAP";"61045";"Tehergépkocsi";"2"
"PEUGEOT";"9223";"Y - PÉ-TA";"62696";"Tehergépkocsi";"2"
"PEUGEOT";"9223";"Y - PLATÓ SMG";"59120";"Tehergépkocsi";"2"
"PEUGEOT";"9223";"Y - SAFKAR";"61176";"Tehergépkocsi";"2"
"PEUGEOT";"9223";"Y - THERMOSOL";"60707";"Tehergépkocsi";"2"
"PEUGEOT";"9223";"Y - TÓTH ÉS TÁRSA";"63714";"Tehergépkocsi";"2"
"PEUGEOT";"9223";"Y - VÉRTES";"59147";"Tehergépkocsi";"2"
"PEUGEOT";"9223";"Y - VÉRTES TRUCK";"64862";"Tehergépkocsi";"2"
"PEUGEOT";"9223";"YBAMFB";"65422";"Tehergépkocsi";"2"
